epoch,MSE
0, 0.10773950324309983
1, 0.052142997039352684
2, 0.04028284124870612
3, 0.033348463644472144
4, 0.028936457760005134
5, 0.0254698558579595
6, 0.022886118113940136
7, 0.020550824187026074
8, 0.018862421043136762
9, 0.0172578459960987
10, 0.01573170733897873
11, 0.014633100633503877
12, 0.013588212653590896
13, 0.01261289525129112
14, 0.011767757193059888
15, 0.010966659448788012
16, 0.0102933480554073
17, 0.009606834348706982
18, 0.009070788579429103
19, 0.008614538314815226
20, 0.008087191792806338
21, 0.007639570870857527
22, 0.007271250391142126
23, 0.006932714534156238
24, 0.006610209785527438
25, 0.006307200101727857
26, 0.0060756382108880175
27, 0.005847670362667483
28, 0.005571512776913438
29, 0.005423049149541956
30, 0.005249524617597872
31, 0.005055327426889852
32, 0.005004649640572013
33, 0.004841478947875024
34, 0.004714226992925141
35, 0.004621221214113145
36, 0.004491191079846072
37, 0.004390843590026698
38, 0.004295417463414612
39, 0.0042312694038990056
40, 0.004139929294687924
41, 0.004046912874365681
42, 0.003979136490116532
43, 0.003903672839236759
44, 0.003828015676496119
45, 0.003755172647495451
46, 0.0037009775511669426
47, 0.0036308117303654208
48, 0.0035804663726448182
49, 0.0035334877340841802
