epoch,MSE
"0, 0.08267330268732957"
"1, 0.05061869087305826"
"2, 0.045461095857994335"
"3, 0.04253989582772673"
"4, 0.03988649192025506"
"5, 0.03858613089356162"
"6, 0.0368131800564126"
"7, 0.03590387751809172"
"8, 0.035604027987579306"
"9, 0.03462515473660151"
"10, 0.03364381509466551"
"11, 0.03338592572290164"
"12, 0.03290894946118902"
"13, 0.032259940052172434"
"14, 0.03143481895881274"
"15, 0.03140858688715937"
"16, 0.03051504615107245"
"17, 0.030335490626837797"
"18, 0.029937746719302043"
"19, 0.02977400093053816"
"20, 0.02935262330980525"
"21, 0.028585241261285213"
"22, 0.028495262103481682"
"23, 0.02805483489674334"
"24, 0.02801944232813678"
"25, 0.02751117014504449"
"26, 0.027502970075217677"
"27, 0.027188536497942516"
"28, 0.026777721354450976"
"29, 0.026882155761952218"
"30, 0.026435913719932865"
"31, 0.026279886976559762"
"32, 0.025631498368936415"
"33, 0.026101629754097525"
"34, 0.025712668995096916"
"35, 0.025218879312146027"
"36, 0.025201624962879286"
"37, 0.025144763907808895"
"38, 0.024984568818812405"
"39, 0.02448172564818654"
"40, 0.024687717010322012"
"41, 0.024175963798213677"
"42, 0.023844795885621516"
"43, 0.02408128437197121"
"44, 0.0236307100940987"
"45, 0.02444347933763552"
"46, 0.023990005899777435"
"47, 0.023664445551820977"
"48, 0.023246394583183384"
"49, 0.02285773291385233"
