epoch,MSE
"0, 0.09012365560654809"
"1, 0.05425349092839921"
"2, 0.04812588062704063"
"3, 0.04475274911914182"
"4, 0.04220794275568545"
"5, 0.04030334740429929"
"6, 0.03895748902089465"
"7, 0.03779181090499105"
"8, 0.03648716927227216"
"9, 0.03570568000143232"
"10, 0.03456098933997801"
"11, 0.03362787177350497"
"12, 0.0327474560245767"
"13, 0.03236582168902585"
"14, 0.03199182733872297"
"15, 0.03142006093672945"
"16, 0.03125694547563501"
"17, 0.030353292202959434"
"18, 0.0294002425894609"
"19, 0.029516199639450187"
"20, 0.02925653680775174"
"21, 0.028400391690504446"
"22, 0.027902592692442663"
"23, 0.02792457946275853"
"24, 0.027505930070177518"
"25, 0.027335904428278598"
"26, 0.02682968550497421"
"27, 0.026489865744860844"
"28, 0.026186550845795593"
"29, 0.02608107379434881"
"30, 0.025705281126509247"
"31, 0.02533777295261684"
"32, 0.025097894872511753"
"33, 0.025005042036295392"
"34, 0.02447931456016468"
"35, 0.02503885441515764"
"36, 0.024515381035632215"
"37, 0.024028054161212568"
"38, 0.023978461033178584"
"39, 0.02354674800698175"
"40, 0.023547013337534443"
